suspected_SMILES,Canonical_PostEra_ID,IC50_(µM),IC50_CI_(Lower)_(µM),IC50_CI_(Upper)_(µM),Hill_slope,Curve_class
N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@]3(CCN(c4cncc5ccccc45)C3=O)C2)CC1,MIK-ENA-5d9157e9-2,13.5,11.5,15.7,1.02,1.1
N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@@]3(CCN(c4cncc5ccccc45)C3=O)C2)CC1,MIK-ENA-5d9157e9-1,0.0603,0.0558,0.0651,1.03,1.1
N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@@]3(CCN(c4cncc5ccccc45)C3=O)C2)CC1,MIK-ENA-5d9157e9-1,< 0.0500,,,0.914,2.1
N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5c4CCCC5)C3=O)C2)CC1,EDJ-MED-705e09b8-2,0.515,0.490,0.540,1.0,1.1
CNC(=O)CN1Cc2ccc(Cl)cc2C2(CCN(c3cncc4c3CCCC4)C2=O)C1,EDJ-MED-705e09b8-1,0.258,0.247,0.271,1.08,1.1
N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(C2)NC(=O)N(c2cncc4ccccc24)C3=O)CC1,MAT-POS-c2d406ed-1,0.561,0.517,0.608,1.1,1.1
N#CCC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)CC1,ALP-POS-ecbed2ba-22,0.337,0.320,0.354,1.1,1.1
COCCN(C)S(=O)(=O)N1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1,ALP-POS-ecbed2ba-21,0.993,0.927,1.06,1.11,1.1
O=C1N(c2cncc3ccccc23)CCC12CN(S(=O)(=O)N1CCC1)Cc1ccc(Cl)cc12,ALP-POS-ecbed2ba-20,0.330,0.313,0.347,1.08,1.1
CN(CCO)S(=O)(=O)N1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1,ALP-POS-ecbed2ba-19,0.699,0.665,0.734,1.09,1.1
CCN(C)S(=O)(=O)N1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1,ALP-POS-ecbed2ba-18,0.563,0.526,0.601,1.06,1.1
CN(CC#N)S(=O)(=O)N1CC=2C=CC(Cl)=CC2C3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C1,ALP-POS-ecbed2ba-17,0.407,0.385,0.430,1.09,1.1
CN(CCC#N)S(=O)(=O)N1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1,ALP-POS-ecbed2ba-16,0.613,0.579,0.648,1.1,1.1
ClC=1C=CC=2CN(CC3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C2C1)S(=O)(=O)CC6(CCCC6)C#N,ALP-POS-ecbed2ba-15,0.244,0.228,0.262,1.14,2.1
N#CCNC(=O)CN1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1,ALP-POS-ecbed2ba-14,0.263,0.248,0.279,1.18,1.1
CC(C)(C#N)CS(=O)(=O)N1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1,ALP-POS-ecbed2ba-13,0.448,0.410,0.489,1.04,1.1
O=C(CN1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1)NCC1CC1,ALP-POS-ecbed2ba-12,0.0760,0.0728,0.0793,1.06,1.1
O=C(CN1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1)NCC1CC1,ALP-POS-ecbed2ba-12,0.0824,0.0793,0.0856,1.14,2.1
N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)CCOCC1,ALP-POS-ecbed2ba-11,0.338,0.301,0.381,0.948,2.1
COC1CN(S(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)C1,ALP-POS-ecbed2ba-10,0.224,0.213,0.235,1.14,2.1
N#CC1CN(S(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)C1,ALP-POS-ecbed2ba-9,0.181,0.174,0.188,1.08,2.1
N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)CCC1,ALP-POS-ecbed2ba-8,0.263,0.233,0.296,0.931,2.1
"CNC(=O)C1(CC1)N1CC2=CC=C(Cl)C=C2C2(CCN(C2=O)C2=CN=CC3=CC=CC=C23)C1 |c:15,27,31,t:10,12,25,29,33|",ALP-POS-ecbed2ba-7,0.0800,0.0668,0.0958,1.04,1.1
"CNC(=O)C1(CC1)N1CC2=CC=C(Cl)C=C2C2(CCN(C2=O)C2=CN=CC3=CC=CC=C23)C1 |c:15,27,31,t:10,12,25,29,33|",ALP-POS-ecbed2ba-7,0.0732,0.0707,0.0759,1.1,2.1
COC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)CC1,ALP-POS-ecbed2ba-6,0.356,0.325,0.391,0.988,2.1
O=C1N(c2cncc3ccccc23)CCC12CN(S(=O)(=O)CC1CS(=O)(=O)C1)Cc1ccc(Cl)cc12,ALP-POS-ecbed2ba-5,0.353,0.315,0.395,0.946,2.1
CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)CC1,ALP-POS-ecbed2ba-3,0.265,0.243,0.289,0.932,2.1
N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)CCS(=O)(=O)CC1,ALP-POS-ecbed2ba-2,0.211,0.201,0.222,1.03,2.1
CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)CS(=O)(=O)C1,ALP-POS-ecbed2ba-1,0.144,0.137,0.150,1.05,2.1
CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5cc(S(C)(=O)=O)ccc45)C3=O)C2)CC1,MAT-POS-853c0ffa-22,0.155,0.148,0.163,1.14,2.1
COC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5cc(S(C)(=O)=O)ccc45)C3=O)C2)CC1,MAT-POS-853c0ffa-16,0.413,0.332,0.514,0.897,1.1
CS(=O)(=O)c1ccc2c(N3CCC4(CN(S(=O)(=O)CC5(C#N)CC5)Cc5ccc(Cl)cc54)C3=O)cncc2c1,MAT-POS-853c0ffa-15,0.103,0.0983,0.109,1.08,2.1
N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccc(F)cc45)C3=O)C2)CC1,MAT-POS-853c0ffa-13,0.828,0.699,0.981,1.05,1.1
COC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccc(OCCN(C)C)cc45)C3=O)C2)CC1,MAT-POS-853c0ffa-10,0.181,0.173,0.189,1.08,2.1
"CN(C)CCOC1=CC2=C(C=NC=C2C=C1)N1CCC2(CN(CC3=CC=C(Cl)C=C23)S(=O)(=O)CC2(CC2)C#N)C1=O |c:10,12,15,t:6,8,25,27,30|",MAT-POS-853c0ffa-9,0.161,0.146,0.177,0.883,2.1
N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5cc(F)cc(Cl)c45)C3=O)C2)CC1,MAT-POS-853c0ffa-6,23.8,21.5,26.3,0.766,2.1
"ClC1=CC=C2CN(CC3(CCN(C3=O)C3=CN=CC4=CC=CC(Cl)=C34)C2=C1)S(=O)(=O)CC1(CC1)C#N |c:17,21,29,t:1,3,15,19,24|",MAT-POS-853c0ffa-5,7.79,6.61,9.19,0.872,1.1
"CNC(=O)CN1CC2(CCN(C2=O)C2=CN=CC3=CC=CC(Cl)=C23)C2=CC(Cl)=CC=C2C1=O |c:16,20,30,32,t:14,18,23,27|",MAT-POS-853c0ffa-1,1.67,1.53,1.83,1.38,1.1
N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@]3(CC(=O)N(c4cncc5ccccc45)C3=O)C2)CC1,LUO-POS-868e8996-10,30.2,22.0,41.4,0.693,2.1
N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@@]3(CC(=O)N(c4cncc5ccccc45)C3=O)C2)CC1,LUO-POS-868e8996-9,0.0624,0.0562,0.0692,0.932,1.1
N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@@]3(CC(=O)N(c4cncc5ccccc45)C3=O)C2)CC1,LUO-POS-868e8996-9,< 0.0500,,,0.915,2.1
CNC(=O)CN1C[C@@]2(CC(=O)N(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc2C1=O,LUO-POS-868e8996-8,84.6,64.7,110,1.26,2.3
CNC(=O)CN1C[C@]2(CC(=O)N(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc2C1=O,LUO-POS-868e8996-7,0.123,0.109,0.138,1.1,2.1
CNC(=O)CN1C[C@](C)(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2S1(=O)=O,LUO-POS-868e8996-2,16.1,12.2,21.2,1.24,1.1
CNC(=O)CN1C[C@@](C)(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2S1(=O)=O,LUO-POS-868e8996-1,0.0758,0.0719,0.0799,1.14,2.1
[H][C@@]1(C(=O)Nc2cncc3ccccc23)CN(S(=O)(=O)CC2(C#N)CNC2)Cc2ccc(Cl)cc21,MAT-POS-777f5926-4,0.0849,0.0718,0.100,1.0,1.1
[H][C@@]1(C(=O)Nc2cncc3ccccc23)CN(S(=O)(=O)CC2(C#N)CNC2)Cc2ccc(Cl)cc21,MAT-POS-777f5926-4,0.0562,0.0500,0.0632,0.892,2.1
[H][C@]1(C(=O)Nc2cncc3ccccc23)CN(S(=O)(=O)CC2(C#N)CNC2)Cc2ccc(Cl)cc21,MAT-POS-777f5926-3,1.62,1.31,2.00,1.14,1.1
O=C(Nc1cncc2ccccc12)[C@@H]1CN([C@@H]2CCNC2=O)Cc2ccc(Cl)cc21,MAT-POS-777f5926-2,4.09,3.36,4.98,1.07,1.1
"C[C@@H]1NC(=O)c2ccc(Cl)cc2[C@@H]1C(=O)Nc1cncc2ccccc12 |&1:1,12|",MAT-POS-777f5926-1,0.454,0.399,0.516,1.1,1.1
[H][C@@]1(C(=O)Nc2cncc3ccccc23)CN(S(=O)(=O)CC2(C)CC2)Cc2ccc(Cl)cc21,MAT-POS-dd1fff26-2,0.0459,0.0411,0.0513,1.19,1.1
[H][C@@]1(C(=O)Nc2cncc3ccccc23)CN(S(=O)(=O)CC2(C)CC2)Cc2ccc(Cl)cc21,MAT-POS-dd1fff26-2,0.0846,0.0691,0.103,1.36,1.1
[H][C@@]1(C(=O)Nc2cncc3ccccc23)CN(S(=O)(=O)CC2(C)CC2)Cc2ccc(Cl)cc21,MAT-POS-dd1fff26-2,< 0.0500,,,1.02,2.1
[H][C@]1(C(=O)Nc2cncc3ccccc23)CN(S(=O)(=O)CC2(C)CC2)Cc2ccc(Cl)cc21,MAT-POS-dd1fff26-1,4.58,4.23,4.96,1.12,1.1
CC1(C(=O)Nc2cncc3c2CCCC3)CNS(=O)(=O)c2ccc(Cl)cc21,ALP-POS-5fe48310-1,> 99.5,,,1.1,2.3
[H][C@@]1(C(=O)Nc2cncc3cc(Cl)ccc23)CN(CC(=O)NC)C(=O)c2ccc(Cl)cc21,LUO-POS-74179f4f-1,0.149,0.130,0.172,1.01,2.1
[H][C@]1(C(=O)Nc2cncc3cc(Cl)ccc23)CN(CC(=O)NC)C(=O)c2ccc(Cl)cc21,LUO-POS-edefcc0e-1,0.939,0.830,1.06,1.09,1.1
O=C(Nc1cncc2c1CCCC2)C1CNS(=O)(=O)c2ccc(Cl)cc21,ALP-POS-4483ae88-4,0.452,0.350,0.584,1.44,1.1
CNC(=O)CN1CC(C(=O)Nc2cncc3c2CCCC3)c2cc(Cl)ccc2C1=O,ALP-POS-4483ae88-3,0.448,0.389,0.518,1.07,1.1
CNC(=O)CN1CC2(CCN(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc2S1(=O)=O,ALP-POS-4483ae88-2,0.275,0.262,0.288,1.04,1.1
Cc1nc(CN2CC(C(=O)Nc3cncc4cc(S(C)(=O)=O)ccc34)c3cc(Cl)ccc3C2=O)c[nH]1,EDJ-MED-41558c53-6,0.226,0.206,0.248,1.19,1.1
N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccc(F)cc34)C2)CC1,MAT-POS-b4d6b7fc-9,0.137,0.118,0.158,1.07,2.1
N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4cccc(Cl)c34)C2)CC1,MAT-POS-b4d6b7fc-8,0.259,0.231,0.290,1.16,1.1
"CNC(=O)CN1CC2=CC=C(Cl)C=C2C2(CCN(C2=O)C2=CN=CC3=CC=CC(Cl)=C23)C1 |c:12,24,28,t:7,9,22,26,31|",MAT-POS-b4d6b7fc-6,3.28,3.11,3.46,1.04,1.1
CNC(=O)CN1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccc(F)cc34)C2=O)C1,MAT-POS-b4d6b7fc-5,0.267,0.227,0.313,1.05,1.1
CNC(=O)CN1CC(C(=O)Nc2cncc3cc(NS(C)(=O)=O)ccc23)c2cc(Cl)ccc2C1=O,MAT-POS-b4d6b7fc-2,0.0442,0.0371,0.0526,1.04,1.1
CNC(=O)CN1CC(C(=O)Nc2cncc3cc(NS(C)(=O)=O)ccc23)c2cc(Cl)ccc2C1=O,MAT-POS-b4d6b7fc-2,< 0.0500,,,1.21,2.1
CNC(=O)CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3cc(NS(C)(=O)=O)ccc23)C1,MAT-POS-b4d6b7fc-1,0.0728,0.0662,0.0801,1.15,2.1
CNC(=O)c1ccc2cncc(NC(=O)C3CN(S(=O)(=O)CC4(C)CS(=O)(=O)C4)Cc4ccc(Cl)cc43)c2c1,MAT-POS-78ab8081-3,0.110,0.0997,0.122,1.15,2.1
CN(C)CCOc1ccc2cncc(NC(=O)C3CN(S(=O)(=O)CC4(C#N)CC4)Cc4ccc(Cl)cc43)c2c1,MAT-POS-78ab8081-2,0.117,0.102,0.135,1.14,2.1
N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4cc(NS(=O)(=O)C5CC5)ccc34)C2)CC1,MAT-POS-22373164-4,< 0.0500,,,1.17,2.1
CC(C)S(=O)(=O)Nc1ccc2c(NC(=O)C3CN(S(=O)(=O)CC4(C#N)CC4)Cc4ccc(Cl)cc43)cncc2c1,MAT-POS-22373164-3,0.0898,0.0840,0.0960,1.19,2.1
CCS(=O)(=O)Nc1ccc2c(NC(=O)C3CN(S(=O)(=O)CC4(C#N)CC4)Cc4ccc(Cl)cc43)cncc2c1,MAT-POS-22373164-2,< 0.0500,,,1.05,2.1
CN(c1ccc2c(NC(=O)C3CN(S(=O)(=O)CC4(C#N)CC4)Cc4ccc(Cl)cc43)cncc2c1)S(C)(=O)=O,MAT-POS-22373164-1,0.232,0.198,0.272,1.02,2.1
[H][C@@]1(C(=O)Nc2cncc3cc(NS(C)(=O)=O)ccc23)CN(S(=O)(=O)CC2(C#N)CC2)Cc2ccc(Cl)cc21,MAT-POS-c7726e07-8,< 0.0500,,,1.09,2.1
[H][C@]1(C(=O)Nc2cncc3cc(NS(C)(=O)=O)ccc23)CN(S(=O)(=O)CC2(C#N)CC2)Cc2ccc(Cl)cc21,MAT-POS-c7726e07-7,0.742,0.606,0.909,1.17,1.1
CNC(=O)CN1Cc2ccc(Cl)cc2[C@]2(CCN(c3cncc4ccccc34)C2=O)C1,MAT-POS-c7726e07-6,11.9,10.5,13.5,1.26,1.1
CNC(=O)CN1Cc2ccc(Cl)cc2[C@@]2(CCN(c3cncc4ccccc34)C2=O)C1,MAT-POS-c7726e07-5,0.0950,0.0810,0.111,1.16,1.1
CNC(=O)CN1Cc2ccc(Cl)cc2[C@@]2(CCN(c3cncc4ccccc34)C2=O)C1,MAT-POS-c7726e07-5,0.0578,0.0536,0.0623,1.02,2.1
[H][C@@]1(C(=O)Nc2cncc3ccc(F)cc23)CN(CC(=O)NC)C(=O)c2ccc(Cl)cc21,MAT-POS-c7726e07-4,0.0946,0.0854,0.105,0.98,2.1
[H][C@]1(C(=O)Nc2cncc3ccc(F)cc23)CN(CC(=O)NC)C(=O)c2ccc(Cl)cc21,MAT-POS-c7726e07-3,0.0964,0.0890,0.105,1.1,2.1
CNC(=O)CN1CC2(CCN(c3cncc4cc(Cl)ccc34)C2=O)c2cc(Cl)ccc2C1=O,EDG-MED-b1ef7fe3-4,0.449,0.421,0.480,1.02,1.1
CNC(=O)CN1CC2(CCN(c3cncc4cc(F)ccc34)C2=O)c2cc(Cl)ccc2C1=O,EDG-MED-b1ef7fe3-3,0.426,0.375,0.484,0.955,2.1
CNC(=O)CN1CC2(CCN(c3cncc4ccc(F)cc34)C2=O)c2cc(Cl)ccc2C1=O,EDG-MED-b1ef7fe3-2,0.112,0.0997,0.125,1.03,1.1
CNC(=O)CN1CC2(CCN(c3cncc4ccc(F)cc34)C2=O)c2cc(Cl)ccc2C1=O,EDG-MED-b1ef7fe3-2,0.136,0.127,0.145,1.07,2.1
CNC(=O)CN1CC2(CCN(c3cncc4ccc(Cl)cc34)C2=O)c2cc(Cl)ccc2C1=O,EDG-MED-b1ef7fe3-1,0.143,0.131,0.156,0.882,2.1
C[C@@]1(C(=O)Nc2cncc3ccccc23)CNS(=O)(=O)c2ccc(Cl)cc21,MAT-POS-806462de-2,0.0968,0.0902,0.104,0.938,2.1
C[C@]1(C(=O)Nc2cncc3ccccc23)CNS(=O)(=O)c2ccc(Cl)cc21,MAT-POS-806462de-1,2.53,2.38,2.69,0.97,1.1
"CC(C)C(NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCN=C(N)N)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O |c:43,t:38,40|",SHA-THE-408e7524-23,> 99.0,,,,
"CN1C[C@@H](C2=CC(=CC=C2)S(=O)(=O)NCCOCCOCCNC(=O)NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)C2=CC(=CC=C2)[C@@H]2CN(C)CC3=C(Cl)C=C(Cl)C=C23)C2=CC(Cl)=CC(Cl)=C2C1 |c:6,8,49,51,59,72,75,t:4,47,62,65,69|",SHA-THE-408e7524-22,> 99.0,,,2.24,2.3
"CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC(O)=O |c:27,29,32,t:34|",SHA-THE-408e7524-21,> 99.0,,,,
"C[C@H](C(O)=O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12 |c:47,49,52,t:54|",SHA-THE-408e7524-19,> 99.0,,,0.273,2.3
"NCCCCC(NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O |c:34,44,46,t:29,31,42|",SHA-THE-408e7524-17,> 99.0,,,,
"CC(C)C1NC(=O)C(CCCCN)NC(=O)C(CC2=CNC3=CC=CC=C23)NC(=O)C(CC2=CC=C(O)C=C2)NC(=O)C(CSSCC(NC1=O)C(=O)NC(C(C)O)C(N)=O)NC(=O)C(N)CC1=CC2=CC=CC=C2C=C1 |c:23,39,75,77,80,t:18,21,25,34,36,71,73|",SHA-THE-408e7524-15,> 99.0,,,,
"CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12 |c:47,49,52,t:54|",SHA-THE-408e7524-13,85.1,78.6,92.2,5.44,2.1
"CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12 |c:47,49,52,t:54|",SHA-THE-408e7524-13,46.1,(IC50 CI (Lower) could not be calculated; confidence interval too large),(IC50 CI (Upper) could not be calculated; confidence interval too large),23.4,1.1
C[C@@H](NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](C)NC(=O)[C@@H](CSSC[C@H](N)C(O)=O)NC(C)=O)C(=O)N[C@H](CCCNC(N)=N)C(N)=O,SHA-THE-408e7524-10,> 99.0,,,,
"CC1=CC(O)=CC(C)=C1C[C@H](NC(=O)[C@H](N)CCCNC(N)=N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O |c:4,7,40,42,t:1,38|",SHA-THE-408e7524-9,> 99.0,,,,
"CC(C)C[C@@H](NC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)[C@H](N)CC1=CC=CC=C1)C(=O)N[C@H](CCCCN)C(=O)N1CCC(N)(CC1)C(O)=O |c:12,14,25,27,t:10,23|",SHA-THE-408e7524-8,> 99.0,,,,
CC[C@H](C)[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@@H](N)CC(N)=O)C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(O)=O,SHA-THE-408e7524-7,> 99.0,,,,
"COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C1=NC=C(N1)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CN=C(N1)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)OC)C(C)C |c:19,25,27,32,34,39,t:17,23,30,37|",SHA-THE-408e7524-6,> 99.0,,,,
C[C@@H]1CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@@]34C)[C@@H]2[C@H]1C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O |c:9|,SHA-THE-408e7524-4,> 99.0,,,0.318,2.3
C[C@H](N)C(=O)N[C@@H](CCC(N)=O)C(O)=O,SHA-THE-408e7524-3,> 99.0,,,,
CNC(=O)CN1C(=O)c2ccc(Cl)cc2C(C(=O)Nc2cncc3cc(S(C)(=O)=O)ccc23)C1C,EDG-MED-ee636701-1,< 0.0500,,,1.18,2.1
CC1(C(=O)Nc2cncc3cc(S(C)(=O)=O)ccc23)CN(CC2CC2)S(=O)(=O)c2ccc(Cl)cc21,EDG-MED-b8f93667-6,0.615,0.517,0.732,1.09,1.1
CN1CC(C)(C(=O)Nc2cncc3cc(S(C)(=O)=O)ccc23)c2cc(Cl)ccc2S1(=O)=O,EDG-MED-b8f93667-4,0.523,0.451,0.607,1.06,1.1
CC1(C(=O)Nc2cncc3cccc(Cl)c23)CNS(=O)(=O)c2ccc(Cl)cc21,MAT-POS-c88128cb-15,1.87,1.56,2.24,1.19,1.1
CC1(C(=O)Nc2cncc3cc(S(C)(=O)=O)ccc23)CNS(=O)(=O)c2ccc(Cl)cc21,MAT-POS-c88128cb-14,0.172,0.159,0.186,1.11,2.1
CC1(C(=O)Nc2cncc3ccc(F)cc23)CNS(=O)(=O)c2ccc(Cl)cc21,MAT-POS-c88128cb-12,0.441,0.406,0.480,1.03,1.1
CC1(C(=O)Nc2cncc3ccccc23)CN(CC2CC2)S(=O)(=O)c2ccc(Cl)cc21,MAT-POS-c88128cb-5,0.634,0.522,0.770,1.11,1.1
CC(C)CN1CC(C)(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2S1(=O)=O,MAT-POS-c88128cb-4,0.153,0.142,0.165,1.04,2.1
CC(C)CS(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccc(C(C)(C)O)cc23)C1,MAT-POS-c88128cb-1,1.22,0.980,1.51,1.06,1.1
"CN(C)CCOC1=CC2=C(NC(=O)C3CN(CC4=CC=C(Cl)C=C34)S(=O)(=O)CC3(C)CS(=O)(=O)C3)C=NC=C2C=C1 |c:8,38,40,43,t:6,17,19,22|",MAT-POS-83f73d0a-2,0.125,0.111,0.141,1.15,2.1
"CC(C)(O)C1=CC2=C(NC(=O)C3CN(CC4=CC=C(Cl)C=C34)S(=O)(=O)CC3(C)CS(=O)(=O)C3)C=NC=C2C=C1 |c:6,36,38,41,t:4,15,17,20|",MAT-POS-83f73d0a-1,2.36,1.93,2.87,1.03,1.1
CC1(C(=O)Nc2cncc3cc(S(C)(=O)=O)ccc23)CN(CC(=O)NC2CC2)S(=O)(=O)c2ccc(Cl)cc21,EDJ-MED-dac03e7f-2,0.468,0.403,0.545,1.1,1.1
CNC(=O)CN1CC(C(=O)Nc2cncc3ccc(C(C)(C)O)cc23)c2cc(Cl)ccc2C1=O,MAT-POS-97ec4bd1-4,0.384,0.329,0.448,1.07,1.1
CNC(=O)CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccc(C(C)(C)O)cc23)C1,MAT-POS-97ec4bd1-3,0.564,0.458,0.693,1.04,1.1
CC(C)(O)c1ccc2cncc(NC(=O)C3CN(S(=O)(=O)CC4(C#N)CC4)Cc4ccc(Cl)cc43)c2c1,MAT-POS-97ec4bd1-2,1.14,1.01,1.28,1.07,1.1
COC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccc(C(C)(C)O)cc34)C2)CC1,MAT-POS-97ec4bd1-1,1.77,1.40,2.23,1.07,1.1
COC1(C(=O)Nc2cncc3cc(S(=O)(=O)N(C)C)ccc23)CCOc2ccc(Cl)cc21,EDJ-MED-1b46f08e-1,0.458,0.406,0.518,1.1,1.1
COC1(CS(=O)(=O)N2CC(C(=O)Nc3cncc4cc(S(C)(=O)=O)ccc34)c3cc(Cl)ccc3C2=O)CC1,EDJ-MED-968bafd9-2,0.773,0.648,0.921,0.997,1.1
COC1(CS(=O)(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)CC1,EDJ-MED-968bafd9-1,0.371,0.309,0.446,0.917,1.1
COC1(CS(=O)(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)CC1,EDJ-MED-968bafd9-1,< 0.0500,,,0.892,2.1
O=C(Cc1cccc(Cl)c1)Nc1cncc2cc(F)cc(Cl)c12,EDJ-MED-c5ca5386-1,0.718,0.660,0.781,1.49,1.1
CS(=O)(=O)c1ccc2c(NC(=O)C3CN(CC(=O)NCC(F)(F)F)C(=O)c4ccc(Cl)cc43)cncc2c1,EDJ-MED-e69ed63d-18,0.287,0.273,0.302,1.1,1.1
